UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_type_encoded,temp_diff,power,thermal_load,wear_rate,torque_speed_stress,thermal_efficiency,wear_per_cycle,tool_wear_normalized,power_normalized,thermal_load_normalized,risk_index
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,0,10.299999999999955,63603.8,455.259999999998,0.05698401628225145,0.0307157746301892,1.0344366086781474,5.0,0.32411067193675885,0.5913366047435449,0.509585170389492,0.45992080131461466
30,L47209,L,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,0,10.399999999999977,50959.3,313.03999999999934,0.04961606586168892,0.017779090267105196,1.0347825740875394,2.0,0.3320158102766798,0.44928527775530935,0.3363700582174241,0.3685029249024919
31,M14890,M,299.1,309.5,1339,48.2,86,0,0,0,0,0,0,1,10.399999999999977,64539.8,501.27999999999895,0.06422703462115732,0.03599701242720678,1.0347709450093299,2.0,0.33992094861660077,0.6018518518518519,0.5656346673811866,0.4862143352165519
32,L47211,L,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,0,10.399999999999977,45849.0,265.1999999999994,0.04949944355117106,0.014182424837695079,1.0347825740875394,3.0,0.3517786561264822,0.3918749494459274,0.27810391445204796,0.34170512161998545
33,L47212,L,299.0,309.4,1419,48.3,91,0,0,0,0,0,0,0,10.399999999999977,68537.7,502.31999999999886,0.06412966832889593,0.03403805472841399,1.0347825740875394,2.0,0.35968379446640314,0.6467652134055919,0.5669013226804338,0.507973478612369
34,L47213,L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,0,10.400000000000034,54112.5,338.00000000000114,0.05585585552038525,0.01951951940228517,1.0347942109469987,2.0,0.3675889328063241,0.48470907816333686,0.3667697853993617,0.40247923219133924
35,M14894,M,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,1,10.300000000000011,54097.3,357.4100000000004,0.060936497364102005,0.02225785745825621,1.0344711835853018,2.0,0.37549407114624506,0.4845383177402105,0.3904099578593515,0.4126821111383666
36,M14895,M,298.8,309.2,1452,48.6,98,0,0,0,0,0,0,1,10.399999999999977,70567.2,505.4399999999989,0.06749311248282981,0.03347107414964825,1.0348058555955202,3.0,0.38735177865612647,0.6695651001644692,0.5707012885781758,0.5270206280852441
37,M14896,M,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,1,10.300000000000011,58022.700000000004,378.01000000000045,0.0638836175592434,0.02321315608340825,1.0344596509046622,3.0,0.3992094861660079,0.5286371970125914,0.41549947628675016,0.4429247964562056
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,0,10.300000000000011,56408.8,403.7600000000005,0.07227241089456282,0.027241139491027525,1.0344711835853018,3.0,0.4110671936758893,0.5105062597176162,0.44686137432099854,0.4516371676819402
39,H29452,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,2,10.300000000000011,69915.3,522.2100000000006,0.07686729458399351,0.03676577203215539,1.0344596509046622,2.0,0.41897233201581024,0.6622415001752542,0.5911261052785407,0.5435992144424626
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,0,10.300000000000011,70875.0,540.7500000000006,0.08222222161316874,0.03888888860082305,1.0344711835853018,5.0,0.4387351778656126,0.6730229987327779,0.6137066718631995,0.5615129723250383
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,0,10.300000000000011,61834.799999999996,467.6200000000005,0.08296622552888235,0.03333333308859521,1.0344711835853018,2.0,0.44664031620553357,0.571463237078379,0.5246388814459343,0.5074867620395074
42,L47221,L,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,0,10.300000000000011,69494.4,523.2400000000006,0.08406432687087481,0.03713450265252556,1.0344711835853018,2.0,0.45454545454545453,0.657513009248025,0.5923805811999107,0.5567862589525625
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,1,10.300000000000011,67168.8,505.7300000000006,0.08552631516428133,0.03589181260313003,1.0344711835853018,2.0,0.4624505928853755,0.6313866645096929,0.5710544905366218,0.5457125836680446
44,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,2,10.399999999999977,66542.0,504.3999999999989,0.08746355621382247,0.03534985396975325,1.0348058555955202,3.0,0.4743083003952569,0.6243450439034035,0.5694346332789285,0.5478572233128023
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,1,10.300000000000011,69920.0,489.25000000000057,0.08491847768397773,0.03226902151991154,1.0344711835853018,5.0,0.49407114624505927,0.662294301095563,0.5509828757947028,0.5616116115651034
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,0,10.300000000000011,73109.90000000001,505.7300000000006,0.08596373347237252,0.032975150886667894,1.0344711835853018,3.0,0.5059288537549407,0.6981303980515339,0.5710544905366218,0.583127008078423
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,1,10.300000000000011,47549.4,265.7400000000003,0.07053716727869144,0.013998914736847995,1.0344827239878567,2.0,0.5138339920948616,0.4109776483593519,0.27876160085742746,0.41245537160297846
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,0,10.300000000000011,65653.4,476.8900000000005,0.09379407550215743,0.03265162177255556,1.0344711835853018,3.0,0.525691699604743,0.61436229969353,0.5359291647382637,0.5553641191714354
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,2,10.399999999999977,76807.5,560.5599999999988,0.09473684144044323,0.037824561138073254,1.0348058555955202,2.0,0.533596837944664,0.7396701178246919,0.6378340194382831,0.6266899763567582
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,1,10.300000000000011,62269.200000000004,454.23000000000053,0.09915014094086302,0.031232294396371853,1.0344596509046622,5.0,0.5533596837944663,0.5763433902235164,0.5083306944681252,0.546746098925279
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,0,10.200000000000045,13160.599999999999,46.92000000000021,0.049982523418446265,0.0016078294246493201,1.0341250908623258,3.0,0.5652173913043478,0.02464567212201281,0.01225245414464255,0.23715639440173575
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,0,10.200000000000045,75926.7,559.9800000000025,0.10484454009512263,0.039696312077394706,1.0341250908623258,2.0,0.5731225296442687,0.7297750006740543,0.6371276155213996,0.6393197967163436
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,2,10.199999999999989,65568.59999999999,446.7599999999995,0.09819639212961662,0.02925851683862046,1.0341365115750834,2.0,0.5810276679841897,0.6134096362802987,0.4992326991937226,0.5662037678358822
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,0,10.300000000000011,54931.5,361.5300000000004,0.09712460001837317,0.022428114872663805,1.0344827239878567,5.0,0.6007905138339921,0.4939099193831056,0.3954278615448312,0.5071175398119778
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,0,10.300000000000011,50899.100000000006,310.03000000000037,0.09107037202205576,0.01780011816794726,1.0344827239878567,2.0,0.608695652173913,0.4486089766058221,0.3327040654763346,0.4778721734942122
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,0,10.300000000000011,61538.4,419.2100000000005,0.10317460249223147,0.02691798923996039,1.0344711835853018,2.0,0.616600790513834,0.5681334088274151,0.4656785131415475,0.5567838927962224
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,0,10.300000000000011,62624.799999999996,436.7200000000005,0.10697359440099123,0.02870683799115208,1.0344711835853018,2.0,0.6245059288537549,0.580338285385604,0.48700460380483634,0.570005238298634
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,0,10.300000000000011,60973.899999999994,415.09000000000043,0.1057501645356896,0.026635822692426814,1.0344711835853018,2.0,0.6324110671936758,0.5617916812711765,0.4606606094560677,0.5597001140956436
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,1,10.199999999999989,48999.5,300.89999999999964,0.09753160687819623,0.017760385203128327,1.0341365115750834,2.0,0.6403162055335968,0.42726841741037325,0.32158429347428763,0.480782295478837
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,0,10.300000000000011,74963.2,560.3200000000006,0.11973875094529209,0.03947750334196296,1.0344711835853018,3.0,0.6521739130434783,0.718950812010749,0.6375417143692282,0.6678173231313844
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,0,10.300000000000011,73271.8,541.7800000000007,0.11988513912501696,0.03776022944895743,1.0344711835853018,2.0,0.6600790513833992,0.6999492212425967,0.6149611477845695,0.6585047312615095
62,M14921,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,1,10.199999999999989,60814.4,389.6399999999996,0.10615577822766471,0.02399497472364966,1.0341365115750834,2.0,0.6679841897233201,0.5599998202521862,0.4296640927581397,0.5640928497924258
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,0,10.199999999999989,41884.1,233.57999999999973,0.09404045875319596,0.012520502938652252,1.0341365115750834,3.0,0.6798418972332015,0.3473323177581853,0.23959272160377923,0.44801427070187
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,1,10.100000000000023,46930.799999999996,261.5900000000006,0.09602648953627765,0.014293598155112592,1.033790530819989,2.0,0.6877470355731224,0.4040281485076438,0.273707159038316,0.4784194064930369
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,0,10.100000000000023,58787.8,389.86000000000087,0.1162179900445306,0.025344714213101024,1.0337792296394908,3.0,0.6996047430830039,0.5372325127845633,0.42993203907144356,0.5699912627900037
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,0,10.100000000000023,62869.4,455.510000000001,0.12840745962404979,0.0323529409443835,1.0337792296394908,2.0,0.7075098814229248,0.5830861800893347,0.5098896548364301,0.6108967030468994
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,1,10.0,48187.299999999996,287.0,0.10780226260987337,0.017093507938692628,1.0334559707776525,2.0,0.7154150197628458,0.4181439690114769,0.30465495822473265,0.5030056860760013
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,2,10.099999999999966,64650.6,445.4099999999985,0.12551159532393183,0.03008185518361627,1.0338018395648647,3.0,0.7272727272727272,0.6030966054625361,0.4975884831802754,0.6211146175019343
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,0,10.099999999999966,49474.799999999996,327.2399999999989,0.12377210135054288,0.021218074517235924,1.0338018395648647,5.0,0.7470355731225296,0.4326080509045809,0.3536647748033003,0.5346960769613762
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,0,10.100000000000023,92637.0,663.5700000000015,0.13546099194708516,0.04659574435038479,1.033790530819989,2.0,0.7549407114624506,0.9175024940009167,0.7632937909531569,0.8062151700712024
71,M14930,M,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,1,10.100000000000023,43482.4,228.26000000000053,0.10031184979047895,0.01174636168530997,1.033790530819989,2.0,0.7628458498023715,0.36528800093468866,0.23311329257301514,0.4846587279732598
72,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,0,10.200000000000045,66066.0,464.10000000000207,0.13498622496565962,0.03133608793845669,1.0341250908623258,3.0,0.7747035573122529,0.6189975464423414,0.5203517404330991,0.6516862089875333
73,L47252,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,0,10.200000000000045,60783.6,452.880000000002,0.14463111654761784,0.032432432195526426,1.0341250908623258,2.0,0.7826086956521738,0.5596538057105881,0.506686478454681,0.6329455635104503
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,0,10.100000000000023,55720.0,353.5000000000008,0.12562813991439611,0.02198492448501932,1.0337792296394908,2.0,0.7905138339920948,0.5027681163327852,0.3856478211092972,0.5827303148294627
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,0,10.100000000000023,51712.299999999996,326.2300000000007,0.12617114224752565,0.02017489056730237,1.033790530819989,2.0,0.7984189723320158,0.45774465924308194,0.35243465763768733,0.5624213839970371
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,0,10.099999999999966,64399.3,471.6699999999984,0.14793328391636487,0.03386511940634431,1.0338018395648647,2.0,0.8063241106719367,0.6002734413617695,0.5295715294862698,0.6614831355231865
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,0,10.099999999999966,69981.9,483.7899999999984,0.1409993145722155,0.0327857629515006,1.0338018395648647,2.0,0.8142292490118577,0.6629897004502683,0.5443329354736518,0.6878884903819191
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,0,10.099999999999966,60091.49999999999,417.1299999999986,0.14295532547797027,0.028384879530000826,1.0338018395648647,2.0,0.8221343873517786,0.5518785893391571,0.46314520254305047,0.6333608925053738
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,0,10.099999999999966,71997.0,520.1499999999983,0.0,0.036838340222901715,1.0338018395648647,-208.0,0.0,0.6856278141767101,0.588617153435798,0.38227349028375246
80,L47259,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,0,10.099999999999966,53135.799999999996,382.7899999999987,0.0014265335133628139,0.02703281007822532,1.0338018395648647,2.0,0.007905138339920948,0.4737365975536323,0.4213212189121347,0.2716794002756985
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,2,10.0,72105.5,499.0,0.0027681660708085394,0.03453287173333653,1.0334671675546465,2.0,0.015810276679841896,0.6868467290391581,0.5628577692251457,0.3812354601512279
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,0,10.0,68875.0,475.0,0.0062068965089179555,0.03275862046373365,1.0334559707776525,5.0,0.035573122529644265,0.6505545220056261,0.5336272623194386,0.3694837843093771
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,0,10.0,59282.399999999994,408.0,0.007570543650581255,0.028079834631246834,1.0334559707776525,2.0,0.043478260869565216,0.5427889670791879,0.4520254305410062,0.3158356236338843
84,L47263,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,0,10.0,58906.9,401.0,0.008849557461881841,0.027297481093958607,1.033444781490141,2.0,0.05138339920948616,0.5385705105736652,0.4434998660268416,0.3151744726639465
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,0,10.0,67687.2,476.0,0.01054852313257016,0.03347398007402264,1.0334559707776525,2.0,0.05928853754940711,0.6372104936773706,0.5348452001071764,0.37533212315512693
86,M14945,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,1,10.0,48347.200000000004,268.0,0.009423503273705636,0.014855875749135944,1.033444781490141,2.0,0.06719367588932806,0.4199403237258128,0.28151414025771454,0.23731380955078943
87,H29500,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,2,10.0,63040.4,439.0,0.013927576504682616,0.03057103042777834,1.033444781490141,3.0,0.07905138339920947,0.5850072348495062,0.4897815019608779,0.35405717440279905
88,L47267,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,0,10.0,49099.200000000004,318.0,0.016191709739690998,0.020595854788886953,1.033444781490141,5.0,0.09881422924901186,0.4283884709752218,0.3424110296446044,0.2707655418855526
89,M14948,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,1,10.0,64138.8,452.0,0.019027484009672416,0.031853417675451606,1.033444781490141,2.0,0.1067193675889328,0.597346922268058,0.5056146932014692,0.3735762316764313
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,1,10.0,58736.5,395.0,0.020174848552959996,0.026563550594730662,1.0334559707776525,3.0,0.11857707509881422,0.5366561963565118,0.4361922393004148,0.33928536073660365
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,0,10.0,45227.4,258.0,0.018824871541215794,0.014717626841314165,1.0334559707776525,3.0,0.13043478260869565,0.38489174687912864,0.26933476238033655,0.24844186582131783
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,0,10.0,45567.0,249.0,0.01912568295559736,0.013606557302696408,1.0334559707776525,2.0,0.13833992094861658,0.388706894227399,0.25837332229069637,0.24946003333487526
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,1,10.0,46801.700000000004,271.0,0.0214244353131185,0.015691951269878684,1.0334559707776525,2.0,0.14624505928853754,0.4025778083349062,0.2851679536209279,0.2648217523021652
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,0,9.899999999999977,62350.0,425.699999999999,0.027586206706302022,0.029655172209274674,1.0330992633534182,3.0,0.15810276679841895,0.5772511166832933,0.47358292938396396,0.37849132053954476
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,0,9.899999999999977,51741.799999999996,315.80999999999926,0.02589395791680667,0.01966707756062221,1.0331103333407916,2.0,0.1660079051383399,0.4580760692748074,0.3397437458894577,0.30574910660461546
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,1,10.0,70522.2,522.0,0.03256846756055909,0.038638045605936006,1.033444781490141,2.0,0.17391304347826086,0.6690595594381084,0.5908703383431151,0.4475441867256714
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,1,10.0,55597.49999999999,353.0,0.029841269651801464,0.022412698270395565,1.033444781490141,3.0,0.18577075098814227,0.501391922133247,0.38503885221542733,0.3402375326998592
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,1,10.0,52325.0,299.0,0.028571428408163266,0.017085714188081632,1.0334559707776525,3.0,0.1976284584980237,0.464627877088445,0.31927021167758624,0.31422081002901886
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,0,9.900000000000034,49998.3,323.73000000000116,0.03466317832136574,0.021386527002050185,1.033121410735316,3.0,0.20948616600790512,0.43848917468791293,0.3493898131683434,0.32015816276003894
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,0,10.0,67621.2,444.0,0.0361129347595999,0.029152987333204285,1.0334671675546465,2.0,0.21739130434782608,0.6364690339453747,0.4958711908995669,0.4266585891926129
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,0,10.099999999999966,46300.0,252.49999999999915,0.030777537630790833,0.013498920013504752,1.0338018395648647,2.0,0.225296442687747,0.39694159094790016,0.26263610454777764,0.28799188572380213
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,0,10.0,41213.7,207.0,0.029633349926502513,0.01039678548268817,1.0334671675546465,2.0,0.23320158102766797,0.339800884359244,0.2072199352057089,0.25738687828055307
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,0,10.0,63133.0,406.0,0.0392282955676637,0.02610932459093682,1.0334671675546465,2.0,0.24110671936758893,0.5860475253219734,0.44958955496553055,0.4071338118332867
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,1,10.0,58360.5,405.0,0.04371963883608856,0.028105482108914073,1.0334671675546465,2.0,0.24901185770750986,0.5324321227318073,0.4483716171777928,0.393845865055884
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,0,9.899999999999977,62930.0,429.659999999999,0.04551724106539834,0.029931034276337695,1.0331324955444279,3.0,0.2608695652173913,0.5837669749341674,0.47840596302340566,0.42299970747422844
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,0,9.899999999999977,49480.100000000006,307.8899999999993,0.042740414564799406,0.01954745430831267,1.0331324955444279,2.0,0.26877470355731226,0.43266759236790797,0.33009767861057443,0.33633946271646964
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,0,9.899999999999977,70082.5,480.1499999999989,0.04844290623914944,0.03356401360855354,1.0331324955444279,2.0,0.27667984189723316,0.664119864829644,0.5398996419262869,0.47187778878567255
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,1,10.0,70059.59999999999,468.0,0.04809619206348569,0.031262524841265696,1.0334671675546465,2.0,0.2845849802371541,0.663862600771118,0.525101697805274,0.47052328166777924
109,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,2,9.900000000000034,53006.700000000004,323.73000000000116,0.04626773568002631,0.020172732756491472,1.033121410735316,3.0,0.2964426877470355,0.4722862573808947,0.3493898131683434,0.3650798962635856
